id,title,original_title,original_language,release_date,release_year,decade,overview,popularity,vote_average,vote_count,origin_country_code,origin_country_name,genre_ids,primary_country,matched_conflict,match_score,matched_keywords,match_source,out_of_scope_category,temporal_check
114746,They Who Dare,They Who Dare,en,1954-02-02,1954,1950,"In Greece during the war a small group of British commandoes and patriots land on an island with orders to attack two airfields from which the Luftwaffe is threatening allied forces in Egypt. The island is crawling with troops, and even moving by night the men soon run into trouble.",0.3953,5.917,24,GB,United Kingdom,[10752],GB,World War II,2,"['luftwaffe', 'allied forces']",overview,,consistent
114863,Le Grand Carnaval,Le Grand Carnaval,fr,1983-12-07,1983,1980,The story follows Americans in Algeria at the time of the Allied invasion of North Africa in 1942.,0.2546,5.592,38,FR,France,"[10752, 18]",FR,World War II,1,['1942'],overview,,consistent
115526,Adriatic Sea of Fire,Flammes sur l'Adriatique,fr,1968-10-08,1968,1960,"The film tells the story of the Yugoslav destroyer Zagreb which fights against Germany in 1941, and how some of the crew members try to organise a mutiny to keep fighting when the commander is ordered to surrender.",0.2528,6.2,5,FR,France,"[18, 10752]",FR,World War II,1,['1941'],overview,,consistent
115647,Seisaku's Wife,清作の妻,ja,1965-06-25,1965,1960,"On the eve of the Russo-Japanese war at the beginning of the 20th century, small-town girl Okane has married an old wealthy man to escape a life of poverty.",1.1396,7.308,26,JP,Japan,"[18, 10749, 10752]",JP,,0,[],,,no_check_needed
115952,An Avonlea Christmas,An Avonlea Christmas,en,1998-12-13,1998,1990,"An Avonlea Christmas pays tribute to the indomitable and sometimes intolerable matriarch of the King family, Hetty King.  When she suddenly collapses during the holidays, Hetty is hospitalized.  Feeling homesick and alone, she begins to re-evaluate her relationships and her accomplishments in life.  The story takes place against the backdrop of World War I as the King family prepares for its traditional Christmas dinner.  The reunion is marred by the fact that one of its youngest members, Felix, is missing in action; making differences of opinion about the war effort glaringly obvious.  This wonderful and accomplished cast comes together in an uplifting drama that illustrates the frailty of life and the importance of strength of family in turbulent times.  (from DVD liner notes)",0.1508,7.333,6,US,United States,"[10752, 18, 10751, 10749]",US,,0,[],,World War I,no_check_needed
116098,Uncivil War Birds,Uncivil War Birds,en,1946-03-29,1946,1940,"The stooges are civil war soldiers who are constantly changing uniforms to avoid the opposing armies. Eventually they decide to be loyal to the south, but remain disguised as Union soldiers. Curly is detected as a spy, but Moe and Larry prevent his execution. The boys escape with a secret map and marry their three southern belles.",0.1479,6.25,8,US,United States,"[35, 10752]",US,,0,[],,,no_check_needed
116333,Bravo Two Zero,Bravo Two Zero,en,1999-10-07,1999,1990,"When an elite eight-man British SAS team is dropped behind enemy lines, their mission is clear: take out Saddam Hussein's SCUD missile systems. But when communications are cut and the team finds themselves surrounded by Saddam's army, their only hope is to risk capture and torture in a desperate 185-kilometer run to the Syrian border.  Based on the true story of a British Special Forces unit behind enemy lines during the Gulf War, Bravo Two Zero explores the tragedies and triumphs of men taken to the edge of survival in the Persian Gulf War.",0.6175,5.8,45,GB,United Kingdom,"[10752, 28, 10770]",GB,Gulf War,1,['saddam hussein'],manual_correction,,consistent
116554,Stalag Luft,Stalag Luft,en,1993-10-27,1993,1990,"Few wartime prisoners have attempted escape quite as many times as bumbling RAF Officer James Forrester. Though Officer Forrester has twenty-three escape attempts to his name, each successive attempt he makes to break free somehow seems to go worse than the last. But this time there's a difference, because Officer Forrester isn't just plotting his own escape, but the escape of all 327 of his fellow prisoners as well - and all at once. In fact even the Germans want to escape!",0.3071,6.571,7,"GB,US","United Kingdom,United States","[18, 35, 10752]",GB,World War II,1,['wartime'],overview,,consistent
116622,Between Yesterday and Tomorrow,Zwischen gestern und morgen,de,1947-12-11,1947,1940,A group of people gathers back in the post-war ruins of a luxurious Munich hotel they inhabited at one point or another years before; each trying to cope with the tragic consequences of the war and their own actions.,0.1905,6.667,6,DE,Germany,"[18, 10752]",DE,,0,[],,,no_check_needed
117168,The Year That Trembled,The Year That Trembled,en,2002-03-22,2002,2000,The Year That Trembled is a coming-of-age story set in 1970 in the shadow of Kent State that focuses on a group of young people facing the Vietnam Draft Lottery.,0.5111,4.125,8,US,United States,"[10752, 18, 10749]",US,Vietnam War,1,['vietnam'],tmdb_keywords,,consistent
117899,A Terrible Beauty,A Terrible Beauty,en,1960-06-17,1960,1960,"In 1941, the IRA plans a campaign to coincide with the planned German invasion of England. Dermott O'Neil finds it easy to get into the IRA, but can he get out?",0.3224,5.357,7,"GB,US","United Kingdom,United States","[18, 10752]",GB,World War II,1,['1941'],overview,,consistent
117959,A Bell for Adano,A Bell for Adano,en,1945-06-21,1945,1940,"Major Joppolo and his men are assigned to restore order to the war-torn Italian town of Adano. He has to manage getting supplies into town without interfering with troop movements, all the while dealing with colorful citizens of the town. One of his quests is to replace the bell which orders the town's life.",0.4935,5.964,14,US,United States,"[10752, 18]",US,World War II,1,['world war ii'],tmdb_keywords,,consistent
117975,Brutality in Stone,Brutalität in Stein,de,1961-02-08,1961,1960,"In his experimental short film ""Brutalität in Stein"" (Brutality in Stone), Alexander Kluge demonstrates how Nazi architecture used dimensions of inhuman and super-human scale to bolster the regime's politics of the same kind. Shots of huge neo-classical architectural structures from the Nazi period are confronted with equally anti-human national-socialist language as a voice-over.",0.0925,7.091,11,DE,Germany,"[10752, 99, 36]",DE,World War II,1,['nazi'],overview,,consistent
117992,Advance to the Rear,Advance to the Rear,en,1964-06-10,1964,1960,"As punishment for their incompetence in battle, disgraced Union soldier Capt. Jared Heath and his apathetic commanding officer, Col. Claude Brackenbury, are reassigned away from the front lines. The hapless Heath and Brackenbury must now lead a ragtag group on a classified mission to protect a transport for the U.S. Treasury. Complicating matters is Martha Lou Williams, a Confederate agent posing as a lady of the evening.",0.2648,5.231,13,US,United States,"[35, 10752, 37]",US,,0,[],,American Civil War,no_check_needed
118141,Journey Together,Journey Together,en,1945-10-01,1945,1940,"Two Englishmen train with the Royal Air Force, ending with a bombing raid on Berlin.",0.4106,6.643,7,GB,United Kingdom,"[10752, 18]",GB,,0,[],,,no_check_needed
118154,Quiet Flows The Don,Тихий Дон,ru,2006-11-07,2006,2000,"With World War I, the Bolshevik Revolution, and the Russian Civil War as backdrop, it's an old-fashioned, blood-and-guts narrative, filled with earthly humor and a wealth of colorful characters. The story concerns the fluctuating fortunes of Grigory Melekhov, a young Cossack who is both a hero and a victim of the uprising.",1.4229,4.292,12,"GB,RU","Russia,United Kingdom","[18, 10749, 10752]",GB,,0,[],,World War I,no_check_needed
118533,The Sergeant,The Sergeant,en,1968-12-20,1968,1960,"Master Sgt. Albert Callan is a war hero and a no-nonsense leader who reforms his previously mismanaged military base. Although Callan seems collected, he struggles as a closeted homosexual. When the sergeant becomes obsessed with his handsome clerk, Tom Swanson, he even disrupts the young man's relationship with his French girlfriend, Solange. Since Swanson isn't receptive to Callan's advances, it creates major tension between the two men.",0.4489,6.0,14,US,United States,"[18, 10752]",US,,0,[],,,no_check_needed
118565,The Lighthouse,Маяк,ru,2006-10-27,2006,2000,"Lena returns to her home in a remote, war-ravaged Armenian village to try and persuade her grandparents to leave with her for safety in Moscow.",0.6581,6.192,39,RU,Russia,"[18, 10752]",RU,,0,[],,,no_check_needed
118910,The Court-Martial of Billy Mitchell,The Court-Martial of Billy Mitchell,en,1955-12-31,1955,1950,A dramatization of the American general and his court martial for publically complaining about High Command's dismissal and neglect of the aerial fighting forces.,0.7554,6.8,46,US,United States,"[18, 10752]",US,,0,[],,,no_check_needed
119349,I'll Remember April,I'll Remember April,en,1999-04-05,1999,1990,Four young boys find a shipwrecked Japanese sailor during World War II and struggle with the decision to save him.,0.512,6.583,11,US,United States,"[18, 10751, 10752]",US,World War II,1,['world war ii'],overview,,consistent
119566,Battle Rats,Battle Rats,en,1990-01-23,1990,1990,"During the Vietnam war, the American army forms a special unit called ""tunnel rats"" to go down into the elaborate system of underground tunnels constructed by the Vietcong, kill anyone they find in it and destroy the system.",0.2011,4.8,5,US,United States,"[12, 28, 10752]",US,Vietnam War,2,"['vietnam war', 'vietcong']",overview,,consistent
119926,Bridge to the Sun,Bridge to the Sun,en,1961-10-17,1961,1960,"Tells the true story of American Gwen Terasaki, who falls in love with, then marries a Japanese diplomat. When World War II breaks out, they encounter animosity and trouble from both sides.",0.5406,6.857,14,US,United States,"[18, 10749, 10752]",US,World War II,1,['world war ii'],overview,,consistent
119965,In the Midst of Life,Au cœur de la vie,fr,1963-10-08,1963,1960,"This Civil War anthology adapts three Ambrose Bierce stories ""An Occurrence at Owl Creek Bridge,"" ""Chickamauga"" and ""The Mockingbird.""",0.0863,7.1,5,FR,France,"[18, 10752]",FR,,0,[],,,no_check_needed
120555,Very Important Person,Very Important Person,en,1961-04-24,1961,1960,"Comedy set in World War Two, starring James Robertson-Justice and Leslie Phillips. Sir Ernest Pease (Robertson-Justice) is a self-important scientist who is sent undercover on a bombing mission to monitor the effectiveness of his latest invention, a new-fangled radar. When the plane is attacked, he parachutes to safety - only to be sent to a POW camp, where he takes on the alias of Lieutenant Farrow. There, the somewhat happy-go-lucky bunch of Brits suspect their acerbic new fellow prisoner of being a spy, and all sorts of culture clashes and misunderstandings ensue.",0.2875,5.542,12,GB,United Kingdom,"[10752, 35]",GB,,0,[],,,no_check_needed
